Order_ID,Warehouse_Origin,Destination,Product_Category,Order_Value,Distance_km,Shipping_Mode,Customer_Type,Order_Day,Order_Month,Weather_Condition,Traffic_Level,Number_of_Items,Previous_Delays,Processing_Time_hrs,Shipping_Cost,Delivery_Delayed
ORD-103796,Chennai,Kochi,Clothing,3750.0,679.1,Economy,Regular,Tuesday,August,Rain,Low,3,1,8.7,114.0,0
ORD-105575,Delhi,Mumbai,Groceries,1416.0,1341.4,Standard,New,Sunday,December,Clear,Medium,5,1,5.5,287.0,0
ORD-103400,Chennai,Kolkata,Books,2120.0,1601.9,Standard,New,Thursday,September,Clear,Low,3,0,16.7,221.0,0
ORD-104648,Mumbai,Mumbai,Home & Kitchen,4059.0,18.7,Express,Premium,Friday,March,Rain,High,1,1,9.2,82.0,0
ORD-103888,Kolkata,Mumbai,Electronics,13862.0,2023.6,Standard,Regular,Wednesday,December,Clear,Medium,2,0,13.2,275.0,0
ORD-102608,Delhi,Lucknow,Beauty,2523.0,573.2,Standard,New,Tuesday,January,Storm,Medium,2,0,6.8,119.0,1
ORD-105637,Delhi,Mumbai,Sports,2181.0,1458.6,Standard,Regular,Friday,July,Rain,Low,2,1,7.0,188.0,0
ORD-105571,Mumbai,Mumbai,Clothing,3082.0,25.4,Standard,New,Thursday,March,Clear,High,2,0,17.2,70.0,1
ORD-101065,Delhi,Delhi,Home & Kitchen,10881.0,21.0,Economy,Regular,Wednesday,April,,High,3,2,44.2,71.0,0
ORD-104333,Mumbai,Jaipur,Electronics,14282.0,1164.8,Standard,Regular,Thursday,August,Cloudy,Medium,2,0,25.8,196.0,0
ORD-102243,Delhi,Visakhapatnam,Electronics,14582.0,1632.4,Standard,Regular,Wednesday,November,Cloudy,Low,2,0,11.7,231.0,0
ORD-101475,Bengaluru,Delhi,Groceries,2532.0,2149.3,Standard,Premium,Monday,May,Rain,Medium,6,0,5.1,317.0,0
ORD-105490,Chennai,Lucknow,Home & Kitchen,3440.0,1894.9,Standard,Regular,Tuesday,November,Fog,Medium,1,0,23.4,206.0,0
ORD-101890,Bengaluru,Kolkata,Groceries,1542.0,1830.9,Express,New,Tuesday,November,Clear,High,4,0,14.6,373.0,0
ORD-103529,Kolkata,Mumbai,Electronics,,2127.9,Express,Premium,Thursday,October,Cloudy,High,2,0,28.3,377.0,1
ORD-102022,Mumbai,Chennai,Sports,1894.0,1231.9,Express,New,Saturday,October,Cloudy,High,2,1,10.8,241.0,0
ORD-104765,Delhi,Kolkata,Beauty,1747.0,1633.9,Express,Regular,Saturday,November,Clear,Low,2,2,9.2,343.0,0
ORD-105200,Bengaluru,Bengaluru,Sports,651.0,41.5,Standard,New,Thursday,August,Rain,Low,2,0,9.3,64.0,0
ORD-102659,Mumbai,Jaipur,Clothing,2191.0,1117.9,Standard,Regular,Wednesday,August,Storm,Low,4,0,22.3,151.0,0
ORD-102468,Bengaluru,Indore,Beauty,1303.0,1569.5,Standard,New,Saturday,September,Rain,High,1,1,3.0,178.0,0
ORD-102810,Mumbai,Patna,Books,517.0,1935.4,Standard,Regular,Thursday,July,Storm,Low,3,0,12.2,238.0,1
ORD-101131,Hyderabad,Hyderabad,Electronics,17425.0,32.2,Express,Regular,Tuesday,August,Cloudy,Low,2,1,10.7,177.0,0
ORD-101462,Bengaluru,Jaipur,Books,412.0,1839.2,Standard,Regular,Sunday,May,Cloudy,Low,1,1,15.3,230.0,0
ORD-103218,Mumbai,Visakhapatnam,Sports,8231.0,1340.3,Express,Premium,Wednesday,August,Rain,Low,3,1,3.4,319.0,0
ORD-105484,Delhi,Kolkata,Electronics,22682.0,1709.4,Economy,Regular,Sunday,August,Clear,High,2,2,8.1,209.0,1
ORD-104464,Hyderabad,Kolkata,Groceries,4441.0,1439.9,Economy,Regular,Wednesday,October,Clear,High,11,0,2.7,260.0,0
ORD-104889,Delhi,Delhi,Electronics,17339.0,11.2,Standard,Premium,Friday,October,Cloudy,Medium,1,1,23.2,76.0,0
ORD-100223,Chennai,Jaipur,Clothing,2349.0,2029.0,Priority,Premium,Tuesday,March,Rain,Medium,3,0,4.5,544.0,0
ORD-105885,Bengaluru,Coimbatore,Electronics,9721.0,282.7,Standard,Regular,Wednesday,July,,,2,0,18.6,97.0,0
ORD-100049,Chennai,Chennai,Sports,2523.0,28.0,Express,Regular,Wednesday,October,Clear,Low,4,1,30.2,135.0,0
ORD-100574,Kolkata,Kochi,Electronics,10345.0,2551.6,Standard,Regular,Monday,October,Fog,Low,1,1,28.3,266.0,1
ORD-101237,Mumbai,Delhi,Groceries,982.0,1394.5,Economy,Regular,Wednesday,October,Clear,Medium,4,1,13.7,178.0,1
ORD-104607,Kolkata,Delhi,Home & Kitchen,,1607.8,Standard,Regular,Tuesday,March,Clear,Medium,2,2,30.0,224.0,1
ORD-105874,Mumbai,Ahmedabad,Home & Kitchen,1567.0,541.8,Standard,Regular,Wednesday,July,Cloudy,High,2,0,13.8,127.0,0
ORD-105693,Bengaluru,Chandigarh,Home & Kitchen,6424.0,2567.6,Standard,New,Wednesday,September,Storm,,2,0,23.1,341.0,1
ORD-102283,Delhi,Delhi,Furniture,9296.0,35.6,Standard,Regular,Thursday,July,Rain,Low,1,1,19.1,66.0,0
ORD-104093,Kolkata,Bhopal,Clothing,2577.0,1401.8,Standard,Premium,Tuesday,January,Clear,High,2,0,11.6,148.0,0
ORD-100268,Mumbai,Mumbai,Home & Kitchen,13315.0,14.3,Standard,Regular,Friday,March,Cloudy,High,2,1,8.1,84.0,0
ORD-101105,Mumbai,Chennai,Clothing,1795.0,1333.4,Economy,Regular,Friday,January,Clear,High,1,0,9.6,131.0,1
ORD-102306,Delhi,Bengaluru,Electronics,40757.0,2201.8,Express,Premium,Saturday,December,Fog,Medium,3,1,23.1,447.0,1
ORD-104764,Bengaluru,Mumbai,Electronics,39309.0,1094.4,Standard,Regular,Monday,October,Storm,Low,3,1,23.6,246.0,0
ORD-101936,Mumbai,Coimbatore,Clothing,3485.0,1223.9,Priority,Regular,Sunday,July,Rain,Low,3,0,12.6,450.0,0
ORD-100387,Chennai,Chennai,Electronics,11704.0,14.9,Priority,Premium,Saturday,November,Clear,Medium,1,0,19.3,114.0,0
ORD-101702,Hyderabad,Indore,Electronics,,863.6,Priority,Regular,Sunday,November,Cloudy,Low,1,0,34.1,327.0,0
ORD-101629,Mumbai,Bengaluru,Home & Kitchen,5214.0,1020.2,Express,Regular,Wednesday,August,Rain,Medium,3,0,17.3,307.0,0
ORD-105983,Kolkata,Hyderabad,Clothing,1120.0,1478.8,Standard,New,Thursday,December,Fog,High,4,0,23.4,231.0,1
ORD-102715,Kolkata,Ahmedabad,Sports,3422.0,2170.6,Express,Regular,Tuesday,March,Storm,High,4,0,12.8,422.0,1
ORD-103048,Chennai,Delhi,Sports,4254.0,2278.3,Standard,Regular,Thursday,February,Cloudy,Low,2,0,9.3,287.0,1
ORD-105296,Bengaluru,Nagpur,Electronics,5535.0,1150.3,Express,Regular,Tuesday,November,Clear,High,1,1,11.1,299.0,1
ORD-101564,Hyderabad,Hyderabad,Electronics,15093.0,21.9,Standard,Regular,Wednesday,November,Clear,High,3,0,25.4,105.0,0
ORD-102761,Chennai,Kochi,Books,942.0,681.4,Economy,Regular,Wednesday,December,Fog,Low,1,1,6.0,88.0,0
ORD-103654,Mumbai,Kolkata,Home & Kitchen,3412.0,2053.8,Economy,New,Thursday,April,Clear,High,3,2,15.8,224.0,1
ORD-100210,Bengaluru,Nagpur,Clothing,1350.0,1144.2,Standard,Regular,Friday,April,Cloudy,Low,1,1,,173.0,0
ORD-100910,Delhi,Delhi,Beauty,1415.0,8.8,Express,Regular,Saturday,June,Rain,High,2,1,16.7,107.0,0
ORD-101290,Bengaluru,Chandigarh,Home & Kitchen,2645.0,2583.8,Standard,Regular,Thursday,July,Rain,High,3,1,11.7,311.0,1
ORD-104676,Mumbai,Jaipur,Home & Kitchen,3651.0,1206.2,Express,Premium,Monday,January,Fog,Medium,1,0,15.7,229.0,1
ORD-103935,Bengaluru,Patna,Clothing,7816.0,1938.1,Standard,Regular,Sunday,April,Rain,Low,3,0,3.8,261.0,0
ORD-101843,Mumbai,Bengaluru,Home & Kitchen,8108.0,1006.4,Standard,New,Sunday,February,Fog,Medium,4,0,20.0,206.0,0
ORD-102498,Mumbai,Patna,Clothing,2749.0,1918.4,Economy,New,Saturday,November,Rain,Low,1,0,10.4,198.0,1
ORD-104953,Delhi,Delhi,Sports,2036.0,44.3,Standard,Premium,Wednesday,April,Clear,High,3,1,17.2,69.0,0
ORD-104323,Bengaluru,Chennai,Clothing,1174.0,347.9,Standard,Premium,Friday,November,Rain,High,1,0,2.7,71.0,0
ORD-100959,Bengaluru,Delhi,Groceries,812.0,2318.1,Express,Regular,Friday,June,Cloudy,Medium,5,3,6.4,490.0,0
ORD-101794,Chennai,Delhi,Electronics,25270.0,2248.4,Priority,Premium,Tuesday,April,Cloudy,Low,3,1,22.6,642.0,0
ORD-102089,Chennai,Hyderabad,Groceries,2350.0,645.4,Priority,Premium,Wednesday,February,Fog,High,6,0,25.5,344.0,0
ORD-102703,Delhi,Chennai,Sports,2470.0,2370.1,Economy,New,Monday,March,Clear,Medium,1,1,14.7,218.0,0
ORD-100332,Mumbai,Pune,Beauty,859.0,157.4,Express,Premium,Sunday,March,Cloudy,High,1,0,14.6,97.0,0
ORD-103407,Bengaluru,Hyderabad,Books,1158.0,604.6,Standard,New,Sunday,June,Storm,Medium,2,1,6.3,123.0,0
ORD-105295,Kolkata,Hyderabad,Groceries,6285.0,1439.4,Standard,New,Sunday,May,Clear,Low,9,0,5.4,275.0,0
ORD-104309,Hyderabad,Kolkata,Clothing,1067.0,1491.2,Standard,Regular,Wednesday,July,Rain,High,2,0,4.5,154.0,0
ORD-102460,Bengaluru,Jaipur,Beauty,2698.0,1987.9,Standard,Premium,Tuesday,September,Cloudy,Low,3,0,5.1,222.0,1
ORD-101775,Chennai,Kolkata,Electronics,5980.0,1633.8,Standard,Premium,Friday,April,Clear,Low,1,2,15.6,167.0,0
ORD-104253,Mumbai,Patna,Groceries,1218.0,1880.4,Express,Regular,Saturday,November,Rain,Low,2,0,13.6,361.0,0
ORD-105736,Hyderabad,Patna,Electronics,32980.0,1483.9,Standard,Regular,Friday,October,Clear,Low,4,1,9.2,308.0,0
ORD-105759,Delhi,Coimbatore,Clothing,1325.0,2451.4,Priority,Premium,Friday,November,Clear,Medium,2,0,32.1,527.0,1
ORD-103662,Hyderabad,Mumbai,Sports,1436.0,821.3,Standard,New,Sunday,July,Clear,High,6,1,12.0,190.0,0
ORD-104916,Kolkata,Visakhapatnam,Furniture,17965.0,973.1,Priority,Regular,Monday,August,Clear,Low,1,1,36.3,469.0,1
ORD-104716,Mumbai,Coimbatore,Clothing,4330.0,1227.5,Standard,Premium,Friday,October,Clear,High,3,1,28.4,175.0,1
ORD-103845,Hyderabad,Chennai,Books,891.0,652.5,Economy,New,Friday,November,Storm,Medium,3,0,7.7,114.0,0
ORD-102869,Hyderabad,Delhi,Electronics,9069.0,1573.3,Standard,Premium,Monday,September,Cloudy,High,1,0,33.9,151.0,0
ORD-101711,Kolkata,Hyderabad,Home & Kitchen,3033.0,1510.8,Standard,New,Friday,January,Fog,Medium,4,0,13.9,295.0,0
ORD-104625,Mumbai,Hyderabad,Electronics,6271.0,780.7,Express,Regular,Thursday,June,Storm,Low,1,0,12.7,174.0,0
ORD-102479,Delhi,Chennai,Home & Kitchen,4968.0,2162.9,Standard,Regular,Thursday,May,Clear,Medium,2,1,8.1,271.0,1
ORD-101367,Mumbai,Chandigarh,Home & Kitchen,8834.0,1678.2,Standard,New,Sunday,October,Clear,High,4,1,8.0,234.0,1
ORD-100174,Hyderabad,Hyderabad,Books,773.0,28.5,Standard,New,Tuesday,May,Clear,High,1,0,12.0,50.0,0
ORD-100859,Delhi,Chennai,Books,1415.0,2232.5,Standard,Regular,Wednesday,September,Cloudy,Medium,2,1,15.5,256.0,0
ORD-104463,Delhi,Ahmedabad,Books,331.0,1023.7,Express,Regular,Tuesday,March,Clear,Medium,2,1,8.5,250.0,0
ORD-104369,Mumbai,Hyderabad,Home & Kitchen,5462.0,834.5,Standard,Regular,Friday,February,Fog,High,1,0,21.3,128.0,1
ORD-105966,Delhi,Bengaluru,Home & Kitchen,30526.0,2147.1,Economy,New,Monday,April,Clear,High,6,0,18.4,267.0,1
ORD-105088,Delhi,Kochi,Electronics,12963.0,2570.1,Express,Regular,Friday,December,Clear,Low,1,0,22.4,453.0,0
ORD-101953,Kolkata,Patna,Electronics,48678.0,581.4,Standard,New,Monday,July,Cloudy,Medium,3,0,11.4,180.0,0
ORD-105087,Kolkata,Lucknow,Clothing,1253.0,1129.7,Express,Regular,Wednesday,December,Storm,Low,2,1,17.5,255.0,0
ORD-103426,Bengaluru,Mumbai,Electronics,13824.0,1037.4,Standard,Regular,Monday,November,Clear,High,1,0,18.5,147.0,1
ORD-102037,Hyderabad,Hyderabad,Books,686.0,41.7,Express,Regular,Thursday,March,Rain,High,1,0,14.6,85.0,0
ORD-104696,Chennai,Bengaluru,Home & Kitchen,5835.0,335.1,Standard,New,Monday,October,Fog,High,3,0,,108.0,0
ORD-104443,Kolkata,Visakhapatnam,Clothing,6326.0,1002.1,Priority,Premium,Thursday,September,Rain,Medium,3,0,28.8,367.0,0
ORD-100019,Kolkata,Lucknow,Clothing,3547.0,1098.4,Express,Premium,Sunday,October,Clear,Medium,2,1,16.7,222.0,0
ORD-100001,Kolkata,Hyderabad,Groceries,5632.0,1484.0,Economy,New,Saturday,March,Clear,Medium,3,0,24.8,,0
ORD-102175,Delhi,Bengaluru,Home & Kitchen,2338.0,2161.8,Standard,Regular,Wednesday,September,Rain,High,2,1,17.6,257.0,1
ORD-101357,Bengaluru,Lucknow,Beauty,2011.0,1957.1,Economy,New,Wednesday,December,Fog,High,2,0,6.6,229.0,0
ORD-104509,Chennai,Ahmedabad,Home & Kitchen,3741.0,1764.8,Standard,Regular,Sunday,January,Storm,Low,2,3,19.9,186.0,1
ORD-103248,Kolkata,Delhi,Home & Kitchen,864.0,1624.7,Express,Premium,Tuesday,February,Fog,Medium,2,0,19.7,300.0,0
ORD-102827,Bengaluru,Lucknow,Home & Kitchen,2312.0,1941.7,Standard,New,Tuesday,June,Rain,Medium,3,0,19.0,254.0,0
ORD-105572,Mumbai,Visakhapatnam,Clothing,1262.0,1375.8,Priority,Premium,Tuesday,November,Clear,Low,2,1,17.0,316.0,0
ORD-100397,Kolkata,Mumbai,Home & Kitchen,4927.0,2054.6,Express,Premium,Sunday,August,Rain,Medium,3,0,24.7,386.0,1
ORD-104551,Mumbai,Pune,Furniture,51906.0,144.3,Standard,Regular,Friday,August,Rain,Medium,4,2,26.1,155.0,1
ORD-103414,Mumbai,Visakhapatnam,Electronics,55680.0,1365.9,Priority,Premium,Thursday,September,Rain,High,2,0,45.5,521.0,0
ORD-101813,Chennai,Kolkata,Electronics,18629.0,1663.6,Economy,New,Tuesday,November,Fog,Medium,3,0,20.6,195.0,1
ORD-103689,Bengaluru,Bengaluru,Groceries,3368.0,17.4,Standard,Regular,Thursday,October,Fog,Low,4,1,5.4,85.0,0
ORD-104391,Mumbai,Kolkata,Electronics,11609.0,2081.2,Standard,New,Thursday,February,Fog,High,3,3,16.9,266.0,1
ORD-100817,Hyderabad,Kolkata,Furniture,42940.0,1413.5,Express,New,Thursday,January,Clear,Medium,2,2,23.3,350.0,0
ORD-101573,Bengaluru,Bengaluru,Electronics,32989.0,43.5,Economy,Regular,Monday,March,Clear,Medium,2,2,14.2,91.0,0
ORD-105919,Kolkata,Visakhapatnam,Home & Kitchen,2877.0,959.6,Standard,New,Saturday,August,Storm,Medium,2,0,14.0,144.0,1
ORD-101801,Bengaluru,Chandigarh,Sports,3921.0,2616.1,Economy,Regular,Wednesday,December,Clear,Medium,2,0,13.2,231.0,1
ORD-102281,Delhi,Hyderabad,Groceries,1491.0,1555.6,Express,Regular,Sunday,December,Cloudy,Low,4,3,18.3,378.0,1
ORD-105960,Delhi,Chandigarh,Clothing,4480.0,300.1,Express,Premium,Thursday,April,Cloudy,Medium,4,1,23.6,,0
ORD-104790,Chennai,Chandigarh,Sports,2796.0,2349.4,Standard,Regular,Monday,November,Clear,Low,2,0,10.4,243.0,0
ORD-103993,Mumbai,Delhi,Groceries,2164.0,1338.4,Priority,Regular,Monday,May,Rain,Medium,5,1,11.5,475.0,0
ORD-104580,Mumbai,Bengaluru,Books,1465.0,1034.4,Standard,Regular,Friday,March,Cloudy,Low,3,0,1.9,161.0,0
ORD-103699,Mumbai,Bhopal,Home & Kitchen,4994.0,784.3,Standard,Regular,Monday,August,Rain,Low,3,3,20.4,147.0,0
ORD-105222,Bengaluru,Kolkata,Clothing,3413.0,1943.0,Economy,Regular,Monday,September,,Low,2,0,13.9,189.0,0
ORD-103941,Mumbai,Patna,Groceries,1732.0,1926.6,Standard,New,Wednesday,May,Cloudy,Medium,7,0,15.7,306.0,1
ORD-103528,Mumbai,Bengaluru,Beauty,903.0,1046.5,Standard,Premium,Friday,November,Rain,High,2,1,6.1,168.0,0
ORD-103383,Hyderabad,Hyderabad,Electronics,20750.0,41.3,Express,Regular,Tuesday,March,Clear,Medium,3,1,26.0,172.0,0
ORD-105109,Bengaluru,Hyderabad,Electronics,55697.0,581.9,Economy,Regular,Thursday,September,Rain,Medium,3,3,7.9,176.0,1
ORD-104340,Kolkata,Lucknow,Electronics,5140.0,1085.1,Standard,Regular,Friday,May,Clear,Low,1,2,24.6,146.0,0
ORD-100555,Mumbai,Bhopal,Groceries,966.0,865.7,Standard,Regular,Thursday,October,Clear,High,4,1,24.5,180.0,0
ORD-101160,Kolkata,Bhopal,Electronics,10894.0,1408.2,Express,Regular,Tuesday,November,Clear,Medium,2,0,27.0,316.0,0
ORD-101214,Delhi,Kochi,Clothing,2385.0,2615.4,Standard,Regular,Friday,September,Rain,Medium,5,2,12.2,359.0,1
ORD-103197,Bengaluru,Jaipur,Furniture,22021.0,1906.4,Priority,Premium,Sunday,December,Rain,Low,1,1,38.9,538.0,0
ORD-101326,Kolkata,Delhi,Home & Kitchen,2587.0,1608.9,Express,New,Tuesday,December,Cloudy,High,4,0,72.2,305.0,1
ORD-103359,Chennai,Kochi,Home & Kitchen,2396.0,733.6,Economy,Regular,Tuesday,November,Clear,Medium,2,2,28.3,85.0,0
ORD-105147,Hyderabad,Bengaluru,Clothing,1650.0,601.4,Priority,Premium,Friday,October,Clear,High,4,1,5.4,277.0,0
ORD-100701,Delhi,Chennai,Sports,2117.0,2357.1,Standard,Regular,Sunday,January,Clear,Low,1,0,,242.0,0
ORD-102701,Chennai,Chennai,Books,1157.0,43.9,Express,Regular,Friday,July,Cloudy,Medium,3,1,11.5,143.0,0
ORD-104335,Kolkata,Chandigarh,Clothing,3545.0,1809.3,Standard,Regular,Sunday,April,Clear,High,2,1,13.0,198.0,0
ORD-101848,Chennai,Chennai,Clothing,3187.0,15.7,Economy,New,Wednesday,January,Cloudy,Low,1,2,14.0,47.0,0
ORD-104449,Bengaluru,Bengaluru,Clothing,1140.0,12.7,Standard,Regular,Friday,February,Rain,Low,1,2,16.6,54.0,0
ORD-105842,Delhi,Nagpur,Electronics,8141.0,1086.3,Standard,Regular,Friday,August,Rain,Low,3,3,19.2,191.0,0
ORD-101456,Mumbai,Indore,Home & Kitchen,2854.0,636.8,Standard,Regular,Friday,September,Clear,Medium,2,1,36.6,121.0,0
ORD-105068,Delhi,Hyderabad,Sports,7110.0,1569.1,Standard,Regular,Saturday,July,Rain,High,3,1,20.5,229.0,1
ORD-103012,Hyderabad,Kolkata,Clothing,6269.0,1474.2,Economy,New,Saturday,February,Clear,Medium,5,0,15.2,185.0,1
ORD-102923,Mumbai,Ahmedabad,Clothing,3210.0,574.2,Standard,New,Friday,April,Cloudy,Medium,3,0,9.5,149.0,0
ORD-100867,Kolkata,Indore,Clothing,6783.0,1565.0,Economy,Regular,Thursday,March,Clear,Low,4,1,17.4,164.0,0
ORD-104630,Delhi,Kochi,Clothing,976.0,2626.7,Economy,New,Monday,April,Clear,Low,1,1,26.7,233.0,1
ORD-101645,Mumbai,Kolkata,Furniture,30571.0,1943.5,Economy,Regular,Saturday,May,Cloudy,High,2,0,25.9,231.0,0
ORD-102141,Hyderabad,Chennai,Electronics,34032.0,673.5,Express,Regular,Thursday,July,Storm,Medium,1,1,15.8,243.0,0
ORD-104083,Chennai,Bhopal,Electronics,9139.0,1462.5,Standard,Premium,Wednesday,March,Rain,High,1,2,28.4,178.0,1
ORD-103520,Kolkata,Bhopal,Clothing,5806.0,1422.2,Priority,Premium,Monday,February,Rain,High,3,1,8.9,382.0,0
ORD-101491,Mumbai,Pune,Clothing,2233.0,154.5,Express,Regular,Wednesday,January,Cloudy,Low,4,1,20.6,135.0,0
ORD-103857,Kolkata,Kolkata,Home & Kitchen,3659.0,36.1,Standard,Premium,Saturday,December,Cloudy,Low,4,0,17.8,92.0,0
ORD-100730,Bengaluru,Jaipur,Electronics,10936.0,1963.8,Economy,Regular,Wednesday,July,Rain,High,1,0,10.8,191.0,1
ORD-105330,Delhi,Visakhapatnam,Groceries,1598.0,1687.3,Economy,Regular,Friday,May,Clear,Medium,4,1,29.2,192.0,1
ORD-103575,Delhi,Bengaluru,Sports,3528.0,2299.8,Economy,Regular,Thursday,April,Clear,High,3,2,10.6,207.0,1
ORD-102621,Kolkata,Pune,Electronics,10857.0,1882.3,Express,Regular,Wednesday,September,Clear,Medium,1,1,27.5,328.0,1
ORD-101937,Bengaluru,Chennai,Beauty,3633.0,362.2,Economy,Regular,Wednesday,September,Cloudy,Medium,2,0,12.5,73.0,0
ORD-103211,Delhi,Pune,Beauty,1274.0,1460.4,Standard,New,Saturday,November,Storm,Medium,1,0,46.8,197.0,1
ORD-101111,Mumbai,Pune,Clothing,3933.0,151.4,Express,Regular,Tuesday,September,Rain,High,2,0,8.6,127.0,0
ORD-104919,Hyderabad,Mumbai,Clothing,2360.0,727.3,Standard,Regular,Monday,August,Cloudy,Low,2,0,21.0,107.0,0
ORD-105414,Mumbai,Jaipur,Clothing,3601.0,1251.3,Standard,Regular,Thursday,July,Rain,Low,4,1,16.6,206.0,0
ORD-102395,Bengaluru,Bengaluru,Sports,2480.0,35.3,Standard,Regular,Monday,September,Clear,Medium,1,1,11.1,54.0,0
ORD-101186,Kolkata,Delhi,Groceries,2528.0,1616.3,Economy,Regular,Saturday,May,Cloudy,Medium,5,0,14.2,175.0,1
ORD-102008,Mumbai,Mumbai,Books,,44.2,Standard,Regular,Tuesday,September,Rain,Medium,1,1,10.9,51.0,0
ORD-100194,Kolkata,Hyderabad,Clothing,931.0,1457.8,Standard,Regular,Tuesday,August,Storm,Low,3,0,6.6,205.0,0
ORD-101516,Delhi,Indore,Beauty,810.0,850.6,Priority,Premium,Tuesday,February,Clear,Medium,2,0,8.8,272.0,0
ORD-100579,Kolkata,Visakhapatnam,Clothing,2337.0,913.1,Standard,Regular,Tuesday,August,Rain,Medium,3,1,10.0,173.0,0
ORD-102124,Mumbai,Chandigarh,Clothing,1393.0,1814.1,Standard,Regular,Sunday,September,Rain,Low,1,0,7.6,201.0,0
ORD-101430,Bengaluru,Pune,Furniture,31045.0,945.7,Priority,Regular,Friday,February,Cloudy,Low,1,1,14.2,451.0,0
ORD-100772,Bengaluru,Jaipur,Electronics,18410.0,1995.2,Express,Premium,Saturday,December,Cloudy,Low,2,1,11.5,399.0,0
ORD-104129,Kolkata,Bengaluru,Clothing,3836.0,1903.2,Standard,Regular,Saturday,September,Storm,Medium,4,1,19.0,284.0,1
ORD-102396,Hyderabad,Indore,Beauty,2592.0,814.5,Standard,Regular,Saturday,December,Clear,High,2,0,34.7,141.0,1
ORD-103918,Bengaluru,Delhi,Furniture,16423.0,2297.3,Express,Premium,Friday,March,Clear,High,1,0,19.3,317.0,0
ORD-101847,Delhi,Indore,Clothing,1456.0,842.8,Standard,Premium,Thursday,November,Clear,Medium,3,1,16.0,135.0,0
ORD-100132,Hyderabad,Kolkata,Electronics,26679.0,1531.9,Standard,Premium,Friday,November,Rain,Low,5,0,16.9,271.0,0
ORD-100179,Hyderabad,Delhi,Clothing,1624.0,1541.2,Standard,Regular,Thursday,October,Clear,Medium,3,0,3.6,203.0,0
ORD-105574,Kolkata,Patna,Electronics,21481.0,578.7,Standard,Regular,Wednesday,March,Cloudy,High,2,0,22.4,140.0,0
ORD-103890,Delhi,Patna,Groceries,3802.0,1195.5,Standard,Premium,Saturday,January,Fog,Low,4,0,5.2,171.0,0
ORD-105961,Mumbai,Hyderabad,Clothing,3555.0,747.9,Economy,New,Monday,September,Rain,Medium,3,0,14.4,127.0,0
ORD-102581,Mumbai,Kochi,Clothing,8649.0,1261.9,Express,New,Tuesday,July,Cloudy,Medium,2,2,18.5,283.0,0
ORD-103701,Hyderabad,Bengaluru,Electronics,81929.0,616.2,Priority,Regular,Thursday,March,Cloudy,High,3,0,8.8,471.0,0
ORD-104363,Chennai,Chandigarh,Electronics,11907.0,2591.1,Economy,Regular,Sunday,April,Clear,Low,1,1,28.4,255.0,1
ORD-102653,Kolkata,Visakhapatnam,Furniture,10439.0,943.8,Express,Regular,Friday,June,Rain,Medium,1,0,22.1,231.0,0
ORD-103793,Mumbai,Ahmedabad,Home & Kitchen,7331.0,544.8,Economy,Regular,Monday,June,Clear,Low,2,1,16.8,105.0,0
ORD-102074,Kolkata,Hyderabad,Furniture,14772.0,1465.2,Express,Premium,Saturday,February,Clear,High,1,1,43.7,354.0,0
ORD-100659,Bengaluru,Mumbai,Electronics,14197.0,1098.8,Priority,Premium,Sunday,March,Clear,Medium,2,0,33.9,394.0,0
ORD-101897,Chennai,Kochi,Groceries,1878.0,725.0,Standard,Premium,Saturday,January,Clear,Low,4,2,13.6,145.0,0
ORD-104454,Chennai,Chandigarh,Clothing,1244.0,2270.5,Express,Premium,Saturday,April,Clear,Medium,1,1,7.0,386.0,0
ORD-102607,Bengaluru,Chennai,Electronics,17187.0,361.1,Economy,Regular,Monday,August,Clear,Low,1,1,9.8,104.0,0
ORD-102222,Bengaluru,Mumbai,Groceries,6321.0,1092.3,Standard,Regular,Wednesday,January,,Medium,7,0,21.7,227.0,0
ORD-105734,Hyderabad,Bengaluru,Beauty,1234.0,630.7,Economy,Regular,Friday,November,Clear,Low,3,1,11.3,93.0,0
ORD-102380,Chennai,Hyderabad,Home & Kitchen,8132.0,678.7,Express,Regular,Monday,November,Fog,Low,2,1,23.0,268.0,0
ORD-101448,Bengaluru,Delhi,Sports,1037.0,2312.4,Standard,Regular,Friday,August,Clear,Low,3,0,9.3,239.0,0
ORD-100343,Kolkata,Patna,Electronics,15583.0,596.1,Express,Premium,Tuesday,June,Cloudy,Low,3,0,15.3,200.0,0
ORD-104784,Bengaluru,Chennai,Electronics,7230.0,359.4,Economy,Regular,Wednesday,July,Clear,High,3,0,22.1,93.0,0
ORD-102528,Hyderabad,Kolkata,Beauty,2227.0,1512.3,Standard,Regular,Wednesday,December,Cloudy,Medium,2,0,19.9,193.0,0
ORD-100728,Mumbai,Chennai,Home & Kitchen,5282.0,1335.4,Standard,Regular,Saturday,November,Rain,Low,2,0,31.2,196.0,0
ORD-104768,Bengaluru,Hyderabad,Groceries,1426.0,643.2,Priority,Premium,Friday,July,Storm,Medium,2,2,2.7,250.0,0
ORD-100977,Bengaluru,Mumbai,Home & Kitchen,5218.0,1076.9,Express,Regular,Wednesday,December,Clear,Low,3,2,38.9,244.0,0
ORD-102944,Mumbai,Mumbai,Electronics,20433.0,14.6,Economy,Regular,Monday,December,Cloudy,Medium,1,0,24.5,62.0,0
ORD-105215,Delhi,Bhopal,Furniture,30928.0,769.9,Economy,Regular,Thursday,September,Rain,Medium,1,3,32.6,107.0,1
